"Query","Probabilidad"
"Tractor_Rural",0.035515
"Tractor_Urbano",0.008705
"Claxon_Hombre",0.275802097599141
"Claxon_Mujer",0.354699806780862
"Delito_ConAuto",0.179100980776625
"Delito_SinAuto",0.117808211060168
"Pub_BajoLargo",0.613506797251864
"Auto_AltoCorto",0.219591552159893
