"Query","Probabilidad"
"Tractor_Rural",0.0166322934557272
"Tractor_Urbano",0.0164603220321876
"Claxon_Hombre",0.311298670685457
"Claxon_Mujer",0.311183213272454
"Delito_ConAuto",0.133468212067922
"Delito_SinAuto",0.133866998977501
"Pub_BajoLargo",0.765734788458663
"Auto_AltoCorto",0.187143671607754
